Gene	Protein	Locus	GeneName
NC_001134.8	NP_009857.1	YBR298C	MAL31
NC_001134.8	NP_878056.1	YBR298C-A	NP_878056.1
NC_001134.8	NP_009858.3	YBR299W	MAL32
NC_001134.8	NP_009860.3	YBR301W	PAU24
NC_001134.8	NP_009861.1	YBR302C	COS2
NC_001135.5	NP_009863.2	YCL073C	GEX1
NC_001135.5	NP_009864.1	YCL069W	VBA3
NC_001135.5	NP_009865.2	YCL068C	NP_009865.2
NC_001135.5	NP_009866.1	YCL067C	HMLALPHA2
NC_001135.5	NP_009867.1	YCL066W	HMLALPHA1
NC_001135.5	NP_001018030.1	YCL064C	CHA1
NC_001135.5	NP_009870.1	YCL063W	VAC17
NC_001135.5	NP_009871.2	YCL061C	MRC1
NC_001135.5	NP_009872.1	YCL059C	KRR1
NC_001135.5	NP_009873.1	YCL058C	FYV5
NC_001135.5	NP_001018031.2	YCL058W-A	ADF1
NC_001135.5	NP_065435.1	YCL057C-A	MIC10
NC_001135.5	NP_009874.1	YCL057W	PRD1
NC_001135.5	NP_009875.1	YCL056C	PEX34
NC_001135.5	NP_009876.1	YCL055W	KAR4
NC_001135.5	NP_001291943.1	YCL054W-A	RDT1
NC_001135.5	NP_009877.1	YCL054W	SPB1
NC_001135.5	NP_009878.1	YCL052C	PBN1
NC_001135.5	NP_009879.2	YCL051W	LRE1
NC_001135.5	NP_009880.2	YCL050C	APA1
NC_001135.5	NP_009881.2	YCL049C	NP_009881.2
NC_001135.5	NP_001032573.1	YCL048W-A	NP_001032573.1
NC_001135.5	NP_009882.1	YCL048W	SPS22
NC_001135.5	NP_009883.1	YCL047C	POF1
NC_001135.5	NP_009884.1	YCL045C	EMC1
NC_001135.5	NP_009886.1	YCL044C	MGR1
NC_001135.5	NP_009887.1	YCL043C	PDI1
NC_001135.5	NP_009889.2	YCL042W	NP_009889.2
NC_001135.5	NP_009890.1	YCL040W	GLK1
NC_001135.5	NP_009891.1	YCL039W	GID7
NC_001135.5	NP_009892.1	YCL038C	ATG22
NC_001135.5	NP_009893.2	YCL037C	SRO9
NC_001135.5	NP_009894.1	YCL036W	GFD2
NC_001135.5	NP_009895.1	YCL035C	GRX1
NC_001135.5	NP_009896.2	YCL034W	LSB5
NC_001135.5	NP_009897.1	YCL033C	MXR2
NC_001135.5	NP_009898.1	YCL032W	STE50
NC_001135.5	NP_009899.1	YCL031C	RRP7
NC_001135.5	NP_009900.2	YCL030C	HIS4
NC_001135.5	NP_009901.1	YCL029C	BIK1
NC_001135.5	NP_009902.2	YCL028W	RNQ1
NC_001135.5	NP_009903.2	YCL027W	FUS1
NC_001135.5	NP_065436.1	YCL026C-B	HBN1
NC_001135.5	NP_009904.2	YCL026C-A	FRM2
NC_001135.5	NP_009905.3	YCL025C	AGP1
NC_001135.5	NP_009907.2	YCL024W	KCC4
NC_001135.5	NP_065437.1	YCL021W-A	NP_065437.1
NC_001135.5	NP_009909.2	YCL019W	NP_009909.2
NC_001135.5	NP_009910.2	YCL020W	NP_009910.2
NC_001135.5	NP_009911.2	YCL018W	LEU2
NC_001135.5	NP_009912.2	YCL017C	NFS1
NC_001135.5	NP_009913.2	YCL016C	DCC1
NC_001135.5	NP_009914.2	YCL014W	BUD3
NC_001135.5	NP_976246.1	YCL012C	NP_976246.1
NC_001135.5	NP_009916.1	YCL011C	GBP2
NC_001135.5	NP_009917.1	YCL010C	SGF29
NC_001135.5	NP_009918.1	YCL009C	ILV6
NC_001135.5	NP_009919.3	YCL008C	STP22
NC_001135.5	NP_958835.1	YCL005W-A	VMA9
NC_001135.5	NP_009922.2	YCL005W	LDB16
NC_001135.5	NP_009923.2	YCL004W	PGS1
NC_001135.5	NP_009924.4	YCL002C	NP_009924.4
NC_001135.5	NP_009925.1	YCL001W	RER1
NC_001135.5	NP_009926.1	YCL001W-A	NP_009926.1
NC_001135.5	NP_076878.1	YCL001W-B	NP_076878.1
NC_001135.5	NP_001335748.1	YCR001W	NP_001335748.1
NC_001135.5	NP_009928.1	YCR002C	CDC10
NC_001135.5	NP_009929.1	YCR003W	MRPL32
NC_001135.5	NP_009930.1	YCR004C	YCP4
NC_001135.5	NP_009931.1	YCR005C	CIT2
NC_001135.5	NP_001335749.1	YCR006C	NP_001335749.1
NC_001135.5	NP_009933.1	YCR007C	NP_009933.1
NC_001135.5	NP_009934.1	YCR008W	SAT4
NC_001135.5	NP_009935.1	YCR009C	RVS161
NC_001135.5	NP_009936.1	YCR010C	ADY2
NC_001135.5	NP_009937.2	YCR011C	ADP1
NC_001135.5	NP_009938.2	YCR012W	PGK1
NC_001135.5	NP_009940.2	YCR014C	POL4
NC_001135.5	NP_009941.2	YCR015C	CTO1
NC_001135.5	NP_009942.2	YCR016W	NP_009942.2
NC_001135.5	NP_009943.2	YCR017C	CWH43
NC_001135.5	NP_009944.2	YCR018C	SRD1
NC_001135.5	NP_009946.1	YCR019W	MAK32
NC_001135.5	NP_009947.1	YCR020C	PET18
NC_001135.5	NP_009948.1	YCR020C-A	MAK31
NC_001135.5	NP_009949.1	YCR020W-B	HTL1
NC_001135.5	NP_009950.1	YCR021C	HSP30
NC_001135.5	NP_001335750.1	YCR022C	NP_001335750.1
NC_001135.5	NP_009952.2	YCR023C	NP_009952.2
NC_001135.5	NP_009953.1	YCR024C	SLM5
NC_001135.5	NP_878057.1	YCR024C-B	NP_878057.1
NC_001135.5	NP_058137.1	YCR024C-A	PMP1
NC_001135.5	NP_001335751.1	YCR025C	NP_001335751.1
NC_001135.5	NP_009955.2	YCR026C	NPP1
NC_001135.5	NP_009956.2	YCR027C	RHB1
NC_001135.5	NP_009957.1	YCR028C	FEN2
NC_001135.5	NP_009958.2	YCR028C-A	RIM1
NC_001135.5	NP_009959.2	YCR030C	SYP1
NC_001135.5	NP_009960.2	YCR031C	RPS14A
NC_001135.5	NP_009961.2	YCR032W	BPH1
NC_001135.5	NP_009962.2	YCR033W	SNT1
NC_001135.5	NP_009963.1	YCR034W	ELO2
NC_001135.5	NP_009964.2	YCR035C	RRP43
NC_001135.5	NP_009965.2	YCR036W	RBK1
NC_001135.5	NP_009966.2	YCR037C	PHO87
NC_001135.5	NP_009967.2	YCR038C	BUD5
NC_001135.5	NP_009868.3	YCR039C	MATALPHA2
NC_001135.5	NP_009869.3	YCR040W	MATALPHA1
NC_001135.5	NP_001297596.1	YCR041W	NP_001297596.1
NC_001135.5	NP_009971.1	YCR042C	TAF2
NC_001135.5	NP_009972.1	YCR043C	NP_009972.1
NC_001135.5	NP_009973.1	YCR044C	PER1
NC_001135.5	NP_009974.1	YCR045C	RRT12
NC_001135.5	NP_009975.1	YCR046C	IMG1
NC_001135.5	NP_009976.1	YCR047C	BUD23
NC_001135.5	NP_009978.1	YCR048W	ARE1
NC_001135.5	NP_009979.1	YCR050C	NP_009979.1
NC_001135.5	NP_009980.1	YCR051W	NP_009980.1
NC_001135.5	NP_009981.1	YCR052W	RSC6
NC_001135.5	NP_009982.1	YCR053W	THR4
NC_001135.5	NP_009983.1	YCR054C	CTR86
NC_001135.5	NP_009984.1	YCR057C	PWP2
NC_001135.5	NP_009985.1	YCR059C	YIH1
NC_001135.5	NP_009986.1	YCR060W	TAH1
NC_001135.5	NP_009987.2	YCR061W	NP_009987.2
NC_001135.5	NP_009990.1	YCR063W	BUD31
NC_001135.5	NP_009991.2	YCR065W	HCM1
NC_001135.5	NP_009992.1	YCR066W	RAD18
NC_001135.5	NP_009993.1	YCR067C	SED4
NC_001135.5	NP_009994.2	YCR068W	ATG15
NC_001135.5	NP_009995.1	YCR069W	CPR4
NC_001135.5	NP_009996.2	YCR071C	IMG2
NC_001135.5	NP_009997.2	YCR072C	RSA4
NC_001135.5	NP_009998.2	YCR073C	SSK22
NC_001135.5	NP_009999.2	YCR073W-A	SOL2
NC_001135.5	NP_010000.1	YCR075C	ERS1
NC_001135.5	NP_878058.1	YCR075W-A	EGO2
NC_001135.5	NP_010001.1	YCR076C	FUB1
NC_001135.5	NP_010002.3	YCR077C	PAT1
NC_001135.5	NP_010003.2	YCR079W	PTC6
NC_001135.5	NP_010004.1	YCR081W	SRB8
NC_001135.5	NP_010005.1	YCR082W	AHC2
NC_001135.5	NP_010006.1	YCR083W	TRX3
NC_001135.5	NP_010007.1	YCR084C	TUP1
NC_001135.5	NP_001335752.1	YCR085W	NP_001335752.1
NC_001135.5	NP_010009.1	YCR086W	CSM1
NC_001135.5	NP_010011.1	YCR087C-A	NP_010011.1
NC_001135.5	NP_010012.1	YCR088W	ABP1
NC_001135.5	NP_010013.2	YCR089W	FIG2
NC_001135.5	NP_010014.1	YCR090C	NP_010014.1
NC_001135.5	NP_010015.3	YCR091W	KIN82
NC_001135.5	NP_010016.2	YCR092C	MSH3
NC_001135.5	NP_010017.2	YCR093W	CDC39
NC_001135.5	NP_010018.1	YCR094W	CDC50
NC_001135.5	NP_010019.1	YCR095C	OCA4
NC_001135.5	NP_001018032.1	YCR095W-A	NP_001018032.1
NC_001135.5	NP_010020.1	YCR096C	HMRA2
NC_001135.5	NP_010021.1	YCR097W	HMRA1
NC_001135.5	NP_010022.1	YCR098C	GIT1
NC_001135.5	NP_010023.1	YCR099C	NP_010023.1
NC_001135.5	NP_010024.1	YCR100C	NP_010024.1
NC_001135.5	NP_010025.1	YCR101C	NP_010025.1
NC_001135.5	NP_010026.1	YCR102C	NP_010026.1
NC_001135.5	NP_010029.1	YCR104W	PAU3
NC_001135.5	NP_010030.1	YCR105W	ADH7
NC_001135.5	NP_010031.1	YCR106W	RDS1
NC_001135.5	NP_010032.1	YCR107W	AAD3
NC_001135.5	NP_878059.1	YCR108C	NP_878059.1
NC_001136.10	NP_010033.1	YDL248W	COS7
NC_001136.10	NP_010034.1	YDL247W	MPH2
NC_001136.10	NP_010035.1	YDL246C	SOR2
NC_001136.10	NP_010036.1	YDL245C	HXT15
NC_001136.10	NP_010037.1	YDL244W	THI13
NC_001136.10	NP_010038.1	YDL243C	AAD4
NC_001136.10	NP_001335753.1	YDL242W	NP_001335753.1
NC_001136.10	NP_010040.1	YDL241W	NP_010040.1
NC_001136.10	NP_010041.2	YDL240W	LRG1
NC_001136.10	NP_010042.2	YDL239C	ADY3
NC_001136.10	NP_010043.1	YDL238C	GUD1
NC_001136.10	NP_010044.2	YDL237W	AIM6
NC_001136.10	NP_010045.1	YDL236W	PHO13
NC_001136.10	NP_010046.1	YDL235C	YPD1
NC_001136.10	NP_010047.1	YDL234C	GYP7
NC_001136.10	NP_010048.1	YDL233W	MFG1
NC_001136.10	NP_010049.1	YDL232W	OST4
NC_001136.10	NP_010050.1	YDL231C	BRE4
NC_001136.10	NP_010051.1	YDL230W	PTP1
NC_001136.10	NP_010052.1	YDL229W	SSB1
NC_001136.10	NP_010054.1	YDL227C	HO
NC_001136.10	NP_010055.1	YDL226C	GCS1
NC_001136.10	NP_010056.1	YDL225W	SHS1
NC_001136.10	NP_010057.1	YDL224C	WHI4
NC_001136.10	NP_010058.1	YDL223C	HBT1
NC_001136.10	NP_010059.1	YDL222C	FMP45
NC_001136.10	NP_010061.1	YDL220C	CDC13
NC_001136.10	NP_010062.1	YDL219W	DTD1
NC_001136.10	NP_010063.1	YDL218W	NP_010063.1
NC_001136.10	NP_010064.1	YDL217C	TIM22
NC_001136.10	NP_010065.2	YDL216C	RRI1
NC_001136.10	NP_010066.1	YDL215C	GDH2
NC_001136.10	NP_010067.1	YDL214C	PRR2
NC_001136.10	NP_010068.1	YDL213C	NOP6
NC_001136.10	NP_010069.1	YDL212W	SHR3
NC_001136.10	NP_010070.1	YDL211C	NP_010070.1
NC_001136.10	NP_010071.1	YDL210W	UGA4
NC_001136.10	NP_010072.1	YDL209C	CWC2
NC_001136.10	NP_010073.2	YDL208W	NHP2
NC_001136.10	NP_010074.1	YDL207W	GLE1
NC_001136.10	NP_010075.1	YDL206W	NP_010075.1
NC_001136.10	NP_010076.1	YDL205C	HEM3
NC_001136.10	NP_010077.1	YDL204W	RTN2
NC_001136.10	NP_010078.1	YDL203C	ACK1
NC_001136.10	NP_010079.1	YDL202W	MRPL11
NC_001136.10	NP_010080.1	YDL201W	TRM8
NC_001136.10	NP_010081.2	YDL200C	MGT1
NC_001136.10	NP_010082.1	YDL199C	NP_010082.1
NC_001136.10	NP_010083.1	YDL198C	GGC1
NC_001136.10	NP_010084.1	YDL197C	ASF2
NC_001136.10	NP_010086.2	YDL195W	SEC31
NC_001136.10	NP_010087.1	YDL194W	SNF3
NC_001136.10	NP_010088.1	YDL193W	NUS1
NC_001136.10	NP_010089.1	YDL192W	ARF1
NC_001136.10	NP_010145.1	YDL191W	RPL35A
NC_001136.10	NP_010091.2	YDL190C	UFD2
NC_001136.10	NP_010092.2	YDL189W	RBS1
NC_001136.10	NP_010093.1	YDL188C	PPH22
NC_001136.10	NP_010095.1	YDL186W	NP_010095.1
NC_001136.10	NP_010096.1	YDL185W	VMA1
NC_001136.10	NP_010097.1	YDL184C	RPL41A
NC_001136.10	NP_010098.1	YDL183C	NP_010098.1
NC_001136.10	NP_010099.1	YDL182W	LYS20
NC_001136.10	NP_010100.1	YDL181W	INH1
NC_001136.10	NP_010101.1	YDL180W	NP_010101.1
NC_001136.10	NP_010102.1	YDL179W	PCL9
NC_001136.10	NP_010103.1	YDL178W	DLD2
NC_001136.10	NP_010104.1	YDL177C	NP_010104.1
NC_001136.10	NP_010105.1	YDL176W	NP_010105.1
NC_001136.10	NP_010106.1	YDL175C	AIR2
NC_001136.10	NP_010107.1	YDL174C	DLD1
NC_001136.10	NP_010108.1	YDL173W	PAR32
NC_001136.10	NP_010110.1	YDL171C	GLT1
NC_001136.10	NP_010111.1	YDL170W	UGA3
NC_001136.10	NP_010112.1	YDL169C	UGX2
NC_001136.10	NP_010113.1	YDL168W	SFA1
NC_001136.10	NP_010114.1	YDL167C	NRP1
NC_001136.10	NP_010115.1	YDL166C	FAP7
NC_001136.10	NP_010116.1	YDL165W	CDC36
NC_001136.10	NP_010117.1	YDL164C	CDC9
NC_001136.10	NP_010120.1	YDL161W	ENT1
NC_001136.10	NP_878060.1	YDL160C-A	MHF2
NC_001136.10	NP_010121.1	YDL160C	DHH1
NC_001136.10	NP_076884.1	YDL159W-A	NP_076884.1
NC_001136.10	NP_010122.1	YDL159W	STE7
NC_001136.10	NP_010124.1	YDL157C	NP_010124.1
NC_001136.10	NP_010125.1	YDL156W	CMR1
NC_001136.10	NP_010126.1	YDL155W	CLB3
NC_001136.10	NP_010127.1	YDL154W	MSH5
NC_001136.10	NP_010128.1	YDL153C	SAS10
NC_001136.10	NP_010131.1	YDL150W	RPC53
NC_001136.10	NP_010132.1	YDL149W	ATG9
NC_001136.10	NP_010133.1	YDL148C	NOP14
NC_001136.10	NP_010134.1	YDL147W	RPN5
NC_001136.10	NP_010135.1	YDL146W	LDB17
NC_001136.10	NP_010136.1	YDL145C	COP1
NC_001136.10	NP_010137.2	YDL144C	NP_010137.2
NC_001136.10	NP_010138.1	YDL143W	CCT4
NC_001136.10	NP_010139.1	YDL142C	CRD1
NC_001136.10	NP_010140.1	YDL141W	BPL1
NC_001136.10	NP_010141.1	YDL140C	RPO21
NC_001136.10	NP_010142.2	YDL139C	SCM3
NC_001136.10	NP_010143.1	YDL138W	RGT2
NC_001136.10	NP_010144.1	YDL137W	ARF2
NC_001136.10	NP_010090.1	YDL136W	RPL35B
NC_001136.10	NP_010146.1	YDL135C	RDI1
NC_001136.10	NP_010147.1	YDL134C	PPH21
NC_001136.10	NP_010148.1	YDL133C-A	RPL41B
NC_001136.10	NP_010149.1	YDL133W	SRF1
NC_001136.10	NP_010150.1	YDL132W	CDC53
NC_001136.10	NP_010151.1	YDL131W	LYS21
NC_001136.10	NP_010152.1	YDL130W-A	STF1
NC_001136.10	NP_010153.1	YDL130W	RPP1B
NC_001136.10	NP_010154.1	YDL129W	NP_010154.1
NC_001136.10	NP_010155.1	YDL128W	VCX1
NC_001136.10	NP_010156.2	YDL127W	PCL2
NC_001136.10	NP_010157.1	YDL126C	CDC48
NC_001136.10	NP_010158.1	YDL125C	HNT1
NC_001136.10	NP_010159.1	YDL124W	NP_010159.1
NC_001136.10	NP_010160.1	YDL123W	SNA4
NC_001136.10	NP_010161.1	YDL122W	UBP1
NC_001136.10	NP_010162.1	YDL121C	NP_010162.1
NC_001136.10	NP_010163.1	YDL120W	YFH1
NC_001136.10	NP_010164.1	YDL119C	HEM25
NC_001136.10	NP_010166.1	YDL117W	CYK3
NC_001136.10	NP_010167.1	YDL116W	NUP84
NC_001136.10	NP_010168.4	YDL115C	IWR1
NC_001136.10	NP_010169.1	YDL114W	NP_010169.1
NC_001136.10	NP_010170.1	YDL113C	ATG20
NC_001136.10	NP_010171.1	YDL112W	TRM3
NC_001136.10	NP_010172.1	YDL111C	RRP42
NC_001136.10	NP_010173.1	YDL110C	TMA17
NC_001136.10	NP_010174.1	YDL109C	NP_010174.1
NC_001136.10	NP_010175.1	YDL108W	KIN28
NC_001136.10	NP_010176.1	YDL107W	MSS2
NC_001136.10	NP_010177.1	YDL106C	PHO2
NC_001136.10	NP_010178.1	YDL105W	NSE4
NC_001136.10	NP_010179.1	YDL104C	QRI7
NC_001136.10	NP_010180.1	YDL103C	QRI1
NC_001136.10	NP_010181.2	YDL102W	POL3
NC_001136.10	NP_010182.1	YDL101C	DUN1
NC_001136.10	NP_010183.1	YDL100C	GET3
NC_001136.10	NP_010184.1	YDL099W	BUG1
NC_001136.10	NP_010185.1	YDL098C	SNU23
NC_001136.10	NP_010186.1	YDL097C	RPN6
NC_001136.10	NP_010188.1	YDL095W	PMT1
NC_001136.10	NP_010190.1	YDL093W	PMT5
NC_001136.10	NP_010191.1	YDL092W	SRP14
NC_001136.10	NP_010192.1	YDL091C	UBX3
NC_001136.10	NP_010193.1	YDL090C	RAM1
NC_001136.10	NP_010194.1	YDL089W	NUR1
NC_001136.10	NP_010195.1	YDL088C	ASM4
NC_001136.10	NP_010196.1	YDL087C	LUC7
NC_001136.10	NP_010197.1	YDL086W	NP_010197.1
NC_001136.10	NP_075208.1	YDL085C-A	NP_075208.1
NC_001136.10	NP_010198.1	YDL085W	NDE2
NC_001136.10	NP_010199.1	YDL084W	SUB2
NC_001136.10	NP_010200.1	YDL083C	RPS16B
NC_001136.10	NP_010201.1	YDL082W	RPL13A
NC_001136.10	NP_010202.1	YDL081C	RPP1A
NC_001136.10	NP_010203.1	YDL080C	THI3
NC_001136.10	NP_010204.1	YDL079C	MRK1
NC_001136.10	NP_010205.1	YDL078C	MDH3
NC_001136.10	NP_010206.1	YDL077C	VAM6
NC_001136.10	NP_010207.1	YDL076C	RXT3
NC_001136.10	NP_010208.1	YDL075W	RPL31A
NC_001136.10	NP_010209.1	YDL074C	BRE1
NC_001136.10	NP_010210.1	YDL073W	AHK1
NC_001136.10	NP_010211.1	YDL072C	YET3
NC_001136.10	NP_010213.1	YDL070W	BDF2
NC_001136.10	NP_010214.2	YDL069C	CBS1
NC_001136.10	NP_010216.1	YDL067C	COX9
NC_001136.10	NP_010217.1	YDL066W	IDP1
NC_001136.10	NP_010218.2	YDL065C	PEX19
NC_001136.10	NP_010219.1	YDL064W	UBC9
NC_001136.10	NP_010220.1	YDL063C	SYO1
NC_001136.10	NP_010222.1	YDL061C	RPS29B
NC_001136.10	NP_010223.1	YDL060W	TSR1
NC_001136.10	NP_010224.1	YDL059C	RAD59
NC_001136.10	NP_010225.1	YDL058W	USO1
NC_001136.10	NP_010226.1	YDL057W	NP_010226.1
NC_001136.10	NP_010227.1	YDL056W	MBP1
NC_001136.10	NP_010228.1	YDL055C	PSA1
NC_001136.10	NP_010229.1	YDL054C	MCH1
NC_001136.10	NP_010230.1	YDL053C	PBP4
NC_001136.10	NP_010231.1	YDL052C	SLC1
NC_001136.10	NP_010232.1	YDL051W	LHP1
NC_001136.10	NP_010234.1	YDL049C	KNH1
NC_001136.10	NP_010235.1	YDL048C	STP4
NC_001136.10	NP_010236.1	YDL047W	SIT4
NC_001136.10	NP_010237.1	YDL046W	NPC2
NC_001136.10	NP_010238.1	YDL045W-A	MRP10
NC_001136.10	NP_010239.1	YDL045C	FAD1
NC_001136.10	NP_010240.1	YDL044C	MTF2
NC_001136.10	NP_010241.1	YDL043C	PRP11
NC_001136.10	NP_010242.1	YDL042C	SIR2
NC_001136.10	NP_010244.1	YDL040C	NAT1
NC_001136.10	NP_010245.2	YDL039C	PRM7
NC_001136.10	NP_010247.1	YDL037C	BSC1
NC_001136.10	NP_010248.1	YDL036C	PUS9
NC_001136.10	NP_010249.1	YDL035C	GPR1
NC_001136.10	NP_010251.1	YDL033C	SLM3
NC_001136.10	NP_010253.2	YDL031W	DBP10
NC_001136.10	NP_010254.1	YDL030W	PRP9
NC_001136.10	NP_010255.1	YDL029W	ARP2
NC_001136.10	NP_010256.2	YDL028C	MPS1
NC_001136.10	NP_010257.1	YDL027C	MRX9
NC_001136.10	NP_010259.1	YDL025C	RTK1
NC_001136.10	NP_010260.1	YDL024C	DIA3
NC_001136.10	NP_001257670.1	YDL022C-A	NP_001257670.1
NC_001136.10	NP_010262.1	YDL022W	GPD1
NC_001136.10	NP_010263.1	YDL021W	GPM2
NC_001136.10	NP_010264.3	YDL020C	RPN4
NC_001136.10	NP_010265.1	YDL019C	OSH2
NC_001136.10	NP_010266.1	YDL018C	ERP3
NC_001136.10	NP_010267.3	YDL017W	CDC7
NC_001136.10	NP_010269.1	YDL015C	TSC13
NC_001136.10	NP_010270.1	YDL014W	NOP1
NC_001136.10	NP_010271.3	YDL013W	SLX5
NC_001136.10	NP_010272.1	YDL012C	NP_010272.1
NC_001136.10	NP_010274.1	YDL010W	GRX6
NC_001136.10	NP_001257671.1	YDL009C	NP_001257671.1
NC_001136.10	NP_010276.3	YDL008W	APC11
NC_001136.10	NP_001032574.1	YDL007C-A	NP_001032574.1
NC_001136.10	NP_010277.1	YDL007W	RPT2
NC_001136.10	NP_010278.3	YDL006W	PTC1
NC_001136.10	NP_010279.3	YDL005C	MED2
NC_001136.10	NP_010280.1	YDL004W	ATP16
NC_001136.10	NP_010281.1	YDL003W	MCD1
NC_001136.10	NP_010282.3	YDL002C	NHP10
NC_001136.10	NP_010283.3	YDL001W	RMD1
NC_001136.10	NP_010284.1	YDR001C	NTH1
NC_001136.10	NP_010285.1	YDR002W	YRB1
NC_001136.10	NP_010286.3	YDR003W	RCR2
NC_001136.10	NP_878061.3	YDR003W-A	NP_878061.3
NC_001136.10	NP_010287.1	YDR004W	RAD57
NC_001136.10	NP_010288.1	YDR005C	MAF1
NC_001136.10	NP_010289.3	YDR006C	SOK1
NC_001136.10	NP_010290.3	YDR007W	TRP1
NC_001136.10	NP_010292.1	YDR009W	GAL3
NC_001136.10	NP_001335754.1	YDR010C	NP_001335754.1
NC_001136.10	NP_010294.1	YDR011W	SNQ2
NC_001136.10	NP_010295.3	YDR012W	RPL4B
NC_001136.10	NP_010296.3	YDR013W	PSF1
NC_001136.10	NP_010297.1	YDR014W	RAD61
NC_001136.10	NP_001035220.1	YDR014W-A	HED1
NC_001136.10	NP_010299.3	YDR016C	DAD1
NC_001136.10	NP_010300.3	YDR017C	KCS1
NC_001136.10	NP_010301.1	YDR018C	NP_010301.1
NC_001136.10	NP_010302.1	YDR019C	GCV1
NC_001136.10	NP_010303.3	YDR020C	DAS2
NC_001136.10	NP_010304.3	YDR021W	FAL1
NC_001136.10	NP_010305.1	YDR022C	ATG31
NC_001136.10	NP_010306.1	YDR023W	SES1
NC_001136.10	NP_010308.3	YDR025W	RPS11A
NC_001136.10	NP_010309.3	YDR026C	NSI1
NC_001136.10	NP_010310.1	YDR027C	VPS54
NC_001136.10	NP_010311.1	YDR028C	REG1
NC_001136.10	NP_001335755.1	YDR029W	NP_001335755.1
NC_001136.10	NP_010313.3	YDR030C	RAD28
NC_001136.10	NP_010314.4	YDR031W	MIX14
NC_001136.10	NP_010315.1	YDR032C	PST2
NC_001136.10	NP_010316.1	YDR033W	MRH1
NC_001136.10	NP_010317.3	YDR034C	LYS14
NC_001136.10	NP_058138.3	YDR034C-D	NP_058138.3
NC_001136.10	NP_058139.1	YDR034C-C	NP_058139.1
NC_001136.10	NP_010318.1	YDR034C-A	NP_010318.1
NC_001136.10	NP_010319.3	YDR034W-B	NP_010319.3
NC_001136.10	NP_010320.3	YDR035W	ARO3
NC_001136.10	NP_010321.1	YDR036C	EHD3
NC_001136.10	NP_010322.1	YDR037W	KRS1
NC_001136.10	NP_010323.3	YDR038C	ENA5
NC_001136.10	NP_010324.3	YDR039C	ENA2
NC_001136.10	NP_010325.1	YDR040C	ENA1
NC_001136.10	NP_010326.1	YDR041W	RSM10
NC_001136.10	NP_010327.3	YDR042C	NP_010327.3
NC_001136.10	NP_010328.3	YDR043C	NRG1
NC_001136.10	NP_010329.1	YDR044W	HEM13
NC_001136.10	NP_010330.1	YDR045C	RPC11
NC_001136.10	NP_010331.3	YDR046C	BAP3
NC_001136.10	NP_010332.3	YDR047W	HEM12
NC_001136.10	NP_010334.1	YDR049W	VMS1
NC_001136.10	NP_010335.1	YDR050C	TPI1
NC_001136.10	NP_010336.3	YDR051C	DET1
NC_001136.10	NP_010337.3	YDR052C	DBF4
NC_001136.10	NP_010339.1	YDR054C	CDC34
NC_001136.10	NP_010340.1	YDR055W	PST1
NC_001136.10	NP_010341.3	YDR056C	EMC10
NC_001136.10	NP_010342.3	YDR057W	YOS9
NC_001136.10	NP_010343.1	YDR058C	TGL2
NC_001136.10	NP_010344.1	YDR059C	UBC5
NC_001136.10	NP_010345.3	YDR060W	MAK21
NC_001136.10	NP_010346.3	YDR061W	NP_010346.3
NC_001136.10	NP_010347.1	YDR062W	LCB2
NC_001136.10	NP_010348.1	YDR063W	AIM7
NC_001136.10	NP_010349.3	YDR064W	RPS13
NC_001136.10	NP_010350.3	YDR065W	RRG1
NC_001136.10	NP_010351.1	YDR066C	RTR2
NC_001136.10	NP_010352.1	YDR067C	OCA6
NC_001136.10	NP_010353.3	YDR068W	DOS2
NC_001136.10	NP_010354.3	YDR069C	DOA4
NC_001136.10	NP_010355.1	YDR070C	FMP16
NC_001136.10	NP_010356.1	YDR071C	PAA1
NC_001136.10	NP_010357.3	YDR072C	IPT1
NC_001136.10	NP_010358.3	YDR073W	SNF11
NC_001136.10	NP_010359.1	YDR074W	TPS2
NC_001136.10	NP_010360.1	YDR075W	PPH3
NC_001136.10	NP_010361.3	YDR076W	RAD55
NC_001136.10	NP_010362.3	YDR077W	SED1
NC_001136.10	NP_010363.1	YDR078C	SHU2
NC_001136.10	NP_010364.1	YDR079W	PET100
NC_001136.10	NP_076886.3	YDR079C-A	TFB5
NC_001136.10	NP_010365.3	YDR080W	VPS41
NC_001136.10	NP_010366.1	YDR081C	PDC2
NC_001136.10	NP_010367.1	YDR082W	STN1
NC_001136.10	NP_010368.5	YDR083W	RRP8
NC_001136.10	NP_010369.3	YDR084C	TVP23
NC_001136.10	NP_010370.1	YDR085C	AFR1
NC_001136.10	NP_010371.1	YDR086C	SSS1
NC_001136.10	NP_010372.3	YDR087C	RRP1
NC_001136.10	NP_010373.3	YDR088C	SLU7
NC_001136.10	NP_010374.1	YDR089W	VTC5
NC_001136.10	NP_010375.1	YDR090C	NP_010375.1
NC_001136.10	NP_010376.3	YDR091C	RLI1
NC_001136.10	NP_010377.3	YDR092W	UBC13
NC_001136.10	NP_010378.1	YDR093W	DNF2
NC_001136.10	NP_010381.1	YDR096W	GIS1
NC_001136.10	NP_010382.3	YDR097C	MSH6
NC_001136.10	NP_010383.4	YDR098C	GRX3
NC_001136.10	NP_058140.1	YDR098C-B	NP_058140.1
NC_001136.10	NP_058141.1	YDR098C-A	NP_058141.1
NC_001136.10	NP_010384.3	YDR099W	BMH2
NC_001136.10	NP_010385.3	YDR100W	TVP15
