scerevisiae	sbayanus
NP_013339.1	Sbay_10.333
NP_013340.1	Sbay_10.334
NP_013341.1	Sbay_10.335
NP_013342.1	Sbay_10.336
NP_013343.1	Sbay_10.338
NP_013344.1	Sbay_10.339
NP_013345.1	Sbay_10.340
NP_013346.1	Sbay_10.341
NP_013347.1	Sbay_10.342
NP_013348.1	Sbay_10.344
NP_013349.1	Sbay_10.345
NP_013350.1	Sbay_10.346
NP_013351.1	Sbay_10.347
NP_013352.1	Sbay_10.348
NP_013354.1	Sbay_10.349
NP_013355.1	Sbay_10.350
NP_013357.1	Sbay_10.352
NP_013358.1	Sbay_10.354
NP_013359.1	Sbay_10.356
NP_013360.1	Sbay_10.357
NP_013361.1	Sbay_10.358
NP_013363.1	Sbay_10.359
NP_013364.1	Sbay_10.360
NP_013365.1	Sbay_10.361
NP_013366.1	Sbay_10.362
NP_013367.1	Sbay_10.363
NP_013368.1	Sbay_10.364
NP_013369.1	Sbay_10.365
NP_013370.1	Sbay_10.366
NP_013372.1	Sbay_10.367
NP_013373.1	Sbay_10.368
NP_013374.1	Sbay_10.369
NP_013375.1	Sbay_10.371
NP_013376.1	Sbay_10.372
NP_013377.1	Sbay_10.373
NP_013378.1	Sbay_10.374
NP_013379.1	Sbay_10.375
NP_013380.1	Sbay_10.376
NP_013383.1	Sbay_10.377
NP_013385.1	Sbay_10.378
NP_013386.1	Sbay_10.379
NP_013387.1	Sbay_10.380
NP_013388.1	Sbay_10.381
NP_013389.1	Sbay_10.382
NP_013391.1	Sbay_10.384
NP_013392.1	Sbay_10.385
NP_013393.1	Sbay_10.386
NP_013394.1	Sbay_10.387
NP_013395.1	Sbay_10.388
NP_013396.1	Sbay_10.389
NP_013398.1	Sbay_10.390
NP_013400.1	Sbay_10.391
NP_013401.1	Sbay_10.392
NP_013402.1	Sbay_10.393
NP_013403.1	Sbay_10.394
NP_013404.1	Sbay_10.395
NP_013406.1	Sbay_10.397
NP_013407.1	Sbay_10.399
NP_013408.1	Sbay_10.400
NP_013409.1	Sbay_10.401
NP_013410.1	Sbay_10.402
NP_013411.1	Sbay_10.404
NP_013412.1	Sbay_10.405
NP_013413.1	Sbay_10.406
NP_013415.1	Sbay_10.407
NP_013416.2	Sbay_10.408
NP_013417.3	Sbay_10.410
NP_013418.2	Sbay_10.411
NP_013419.1	Sbay_10.412
NP_013420.2	Sbay_10.413
NP_013422.2	Sbay_10.414
NP_013423.1	Sbay_10.415
NP_013424.1	Sbay_10.416
NP_013425.1	Sbay_10.417
NP_013427.1	Sbay_10.418
NP_013428.1	Sbay_10.419
NP_013429.1	Sbay_10.420
NP_013430.1	Sbay_10.421
NP_013431.1	Sbay_10.422
NP_013432.1	Sbay_10.424
NP_013433.2	Sbay_10.425
NP_013434.1	Sbay_10.426
NP_013436.1	Sbay_10.428
NP_013439.1	Sbay_10.432
NP_013440.1	Sbay_10.433
NP_013441.1	Sbay_10.435
NP_013444.1	Sbay_10.437
NP_013445.1	Sbay_10.438
NP_013447.1	Sbay_10.441
NP_013449.1	Sbay_10.446
NP_013450.1	Sbay_10.447
NP_013451.1	Sbay_10.448
NP_013452.1	Sbay_10.449
NP_013454.1	Sbay_10.451
NP_013455.1	Sbay_10.452
NP_013456.1	Sbay_10.453
NP_013457.1	Sbay_10.454
NP_013458.1	Sbay_10.455
NP_013459.1	Sbay_10.456
NP_013460.1	Sbay_10.457
NP_013461.1	Sbay_10.458
NP_013463.1	Sbay_10.459
NP_013464.3	Sbay_10.461
NP_013465.1	Sbay_10.462
NP_013466.1	Sbay_10.464
NP_013467.3	Sbay_10.465
NP_013468.3	Sbay_10.467
NP_013471.1	Sbay_10.483
NP_013472.3	Sbay_10.484
NP_013473.1	Sbay_10.485
NP_013474.3	Sbay_10.486
NP_013475.1	Sbay_10.487
NP_013476.3	Sbay_10.489
NP_013477.1	Sbay_10.490
NP_013479.3	Sbay_10.491
NP_013480.1	Sbay_10.492
NP_013481.3	Sbay_10.494
NP_013482.1	Sbay_10.496
NP_013484.3	Sbay_10.497
NP_013485.1	Sbay_10.498
NP_013486.3	Sbay_10.499
NP_013487.1	Sbay_10.500
NP_013488.3	Sbay_10.501
NP_013489.1	Sbay_10.502
NP_013490.3	Sbay_10.503
NP_013491.1	Sbay_10.504
NP_013493.2	Sbay_10.506
NP_013494.3	Sbay_10.507
NP_013495.1	Sbay_10.508
NP_013496.3	Sbay_10.509
NP_013497.1	Sbay_10.510
NP_013498.3	Sbay_10.511
NP_013499.1	Sbay_10.512
NP_013500.3	Sbay_10.513
NP_013501.1	Sbay_10.514
NP_013502.3	Sbay_10.515
NP_013503.1	Sbay_10.516
NP_013505.4	Sbay_10.517
NP_013507.1	Sbay_10.519
NP_013508.3	Sbay_10.520
NP_013509.1	Sbay_10.521
NP_013510.3	Sbay_10.522
NP_013511.4	Sbay_20.2
NP_013512.1	Sbay_10.524
NP_013513.3	Sbay_10.525
NP_013514.1	Sbay_10.526
NP_013515.3	Sbay_10.527
NP_013516.1	Sbay_10.528
NP_013517.1	Sbay_10.529
NP_013518.3	Sbay_10.530
NP_013519.1	Sbay_10.531
NP_013521.3	Sbay_10.532
NP_013522.1	Sbay_10.533
NP_013523.3	Sbay_10.534
NP_013524.1	Sbay_10.536
NP_013525.3	Sbay_10.537
NP_013526.1	Sbay_10.538
NP_013527.3	Sbay_10.539
NP_013528.1	Sbay_10.540
NP_013529.3	Sbay_10.542
NP_013530.1	Sbay_10.543
NP_013531.3	Sbay_10.544
NP_013533.1	Sbay_10.545
NP_013534.3	Sbay_10.546
NP_013535.1	Sbay_10.547
NP_013536.3	Sbay_10.549
NP_013537.1	Sbay_10.550
NP_013539.4	Sbay_10.551
NP_013540.1	Sbay_10.552
NP_013541.3	Sbay_10.553
NP_013542.1	Sbay_10.555
NP_013543.3	Sbay_10.556
NP_013544.1	Sbay_10.557
NP_013545.3	Sbay_10.558
NP_013546.1	Sbay_10.559
NP_013547.3	Sbay_10.560
NP_013548.1	Sbay_10.561
NP_013550.4	Sbay_10.562
NP_013551.1	Sbay_10.564
NP_013552.3	Sbay_10.565
NP_013553.1	Sbay_10.566
NP_013554.3	Sbay_10.567
NP_013555.1	Sbay_10.568
NP_013556.3	Sbay_10.569
NP_013557.1	Sbay_10.571
NP_013558.3	Sbay_10.572
NP_013559.1	Sbay_10.573
NP_013560.3	Sbay_10.576
NP_013561.1	Sbay_10.577
NP_013562.3	Sbay_10.578
NP_013564.1	Sbay_10.579
NP_013575.1	Sbay_13.10
NP_013576.1	Sbay_13.11
NP_013577.1	Sbay_13.13
NP_013578.1	Sbay_13.14
NP_013579.1	Sbay_13.15
NP_013580.1	Sbay_13.17
NP_013581.1	Sbay_13.18
NP_013582.1	Sbay_13.19
NP_013583.1	Sbay_13.20
NP_013585.1	Sbay_13.22
NP_013586.1	Sbay_13.23
NP_013587.1	Sbay_13.24
NP_013588.1	Sbay_13.25
NP_013589.1	Sbay_13.26
NP_013591.1	Sbay_13.27
NP_013592.1	Sbay_13.28
NP_013593.1	Sbay_13.29
NP_013594.1	Sbay_13.31
NP_013595.1	Sbay_13.32
NP_013596.1	Sbay_13.33
NP_013597.1	Sbay_13.34
NP_013598.1	Sbay_13.35
NP_013599.1	Sbay_13.36
NP_013600.2	Sbay_13.37
NP_013601.1	Sbay_13.38
NP_013602.1	Sbay_13.39
NP_013603.1	Sbay_13.40
NP_013604.1	Sbay_13.41
NP_013605.1	Sbay_13.43
NP_013607.1	Sbay_13.45
NP_013608.1	Sbay_13.46
NP_013610.1	Sbay_13.49
NP_013611.1	Sbay_13.50
NP_013612.1	Sbay_13.51
NP_013613.1	Sbay_13.52
NP_013614.1	Sbay_13.53
NP_013616.1	Sbay_13.54
NP_013617.1	Sbay_13.55
NP_013618.1	Sbay_13.56
NP_013619.1	Sbay_13.59
NP_013622.1	Sbay_13.63
NP_013623.1	Sbay_13.64
NP_013624.1	Sbay_13.65
NP_013625.1	Sbay_13.66
NP_013627.1	Sbay_13.67
NP_013628.1	Sbay_13.68
NP_013629.1	Sbay_13.69
NP_013630.1	Sbay_13.70
NP_013631.1	Sbay_13.72
NP_013632.1	Sbay_13.73
NP_013633.1	Sbay_13.74
NP_013634.1	Sbay_13.75
NP_013635.1	Sbay_13.76
NP_013636.1	Sbay_13.77
NP_013637.1	Sbay_13.78
NP_013638.1	Sbay_13.82
NP_013639.1	Sbay_13.83
NP_013640.1	Sbay_13.84
NP_013641.1	Sbay_13.86
NP_013642.1	Sbay_13.87
NP_013643.1	Sbay_13.88
NP_013644.1	Sbay_13.89
NP_013645.1	Sbay_13.90
NP_013646.1	Sbay_13.92
NP_013647.1	Sbay_13.93
NP_013648.1	Sbay_13.94
NP_013649.1	Sbay_13.95
NP_013650.1	Sbay_13.96
NP_013651.1	Sbay_13.97
NP_013652.1	Sbay_13.98
NP_013653.1	Sbay_13.100
NP_013655.1	Sbay_13.101
NP_013656.1	Sbay_13.103
NP_013657.1	Sbay_13.104
NP_013658.1	Sbay_13.105
NP_013659.1	Sbay_13.107
NP_013660.1	Sbay_13.108
NP_013661.1	Sbay_13.109
NP_013662.1	Sbay_13.110
NP_013663.1	Sbay_13.111
NP_013664.1	Sbay_13.112
NP_013666.1	Sbay_13.113
NP_013667.1	Sbay_13.114
NP_013669.1	Sbay_13.117
NP_013670.1	Sbay_13.118
NP_013671.1	Sbay_13.119
NP_013674.1	Sbay_13.121
NP_013675.1	Sbay_13.122
NP_013676.2	Sbay_13.123
NP_013677.1	Sbay_13.124
NP_013679.1	Sbay_13.125
NP_013680.2	Sbay_13.127
NP_013681.1	Sbay_13.128
NP_013682.1	Sbay_13.129
NP_013683.1	Sbay_13.130
NP_013684.1	Sbay_13.131
NP_013685.1	Sbay_13.132
NP_013686.1	Sbay_2.625
NP_013687.1	Sbay_13.134
NP_013688.1	Sbay_13.135
NP_013689.1	Sbay_13.136
NP_013690.1	Sbay_13.137
NP_013691.1	Sbay_13.138
NP_013692.1	Sbay_13.139
NP_013693.1	Sbay_13.140
NP_013694.1	Sbay_13.141
NP_013695.2	Sbay_13.142
NP_013696.1	Sbay_13.143
NP_013697.1	Sbay_13.145
NP_013698.1	Sbay_13.146
NP_013699.1	Sbay_13.147
NP_013701.1	Sbay_13.149
NP_013702.1	Sbay_13.150
NP_013703.1	Sbay_13.151
NP_013705.1	Sbay_13.152
NP_013706.1	Sbay_13.153
NP_013707.1	Sbay_13.155
NP_013708.1	Sbay_13.156
NP_013709.1	Sbay_13.158
NP_013710.1	Sbay_13.159
NP_013712.1	Sbay_13.160
NP_013713.1	Sbay_13.161
NP_013714.1	Sbay_13.163
NP_013715.1	Sbay_13.165
NP_013716.1	Sbay_13.166
NP_013717.1	Sbay_13.167
NP_013718.1	Sbay_13.168
NP_013719.1	Sbay_13.169
NP_013721.1	Sbay_13.170
NP_013722.1	Sbay_13.172
NP_013723.1	Sbay_13.173
NP_013724.1	Sbay_13.174
NP_013725.1	Sbay_13.176
NP_013726.1	Sbay_13.177
NP_013727.1	Sbay_13.181
NP_013728.1	Sbay_13.182
NP_013729.1	Sbay_13.183
NP_013730.1	Sbay_13.184
NP_013731.1	Sbay_13.185
NP_013732.1	Sbay_13.186
NP_013733.1	Sbay_13.187
NP_013734.1	Sbay_13.188
NP_013735.1	Sbay_13.189
NP_013736.1	Sbay_13.190
NP_013737.1	Sbay_13.192
NP_013738.1	Sbay_13.193
NP_013739.1	Sbay_13.194
NP_013740.1	Sbay_13.195
NP_013741.1	Sbay_13.196
NP_013742.1	Sbay_13.197
NP_013743.1	Sbay_13.198
NP_013744.1	Sbay_13.199
NP_013746.1	Sbay_13.201
NP_013747.1	Sbay_13.202
NP_013748.1	Sbay_13.203
NP_013749.1	Sbay_13.204
NP_013750.1	Sbay_13.205
NP_013751.1	Sbay_13.206
NP_013752.1	Sbay_13.207
NP_013753.1	Sbay_13.208
NP_013754.1	Sbay_13.209
NP_013755.1	Sbay_13.210
NP_013756.1	Sbay_13.212
NP_013757.1	Sbay_13.213
NP_013758.1	Sbay_13.214
NP_013762.1	Sbay_13.216
NP_013763.1	Sbay_13.217
NP_013764.1	Sbay_13.218
NP_013767.1	Sbay_13.225
NP_013769.1	Sbay_13.226
NP_013770.1	Sbay_13.227
NP_013771.1	Sbay_13.228
NP_013772.1	Sbay_13.229
NP_013774.1	Sbay_13.231
NP_013775.2	Sbay_13.232
NP_013776.1	Sbay_13.233
NP_013777.1	Sbay_13.234
NP_013778.1	Sbay_13.236
NP_013779.1	Sbay_13.237
NP_013780.1	Sbay_13.238
NP_013781.1	Sbay_13.239
NP_013782.1	Sbay_13.241
NP_013783.1	Sbay_13.242
NP_013784.1	Sbay_13.243
NP_013785.1	Sbay_13.244
NP_013786.1	Sbay_13.246
NP_013787.1	Sbay_13.248
NP_013788.1	Sbay_13.249
NP_013789.1	Sbay_13.250
NP_013790.1	Sbay_13.251
NP_013791.1	Sbay_13.252
NP_013793.1	Sbay_13.254
NP_013794.1	Sbay_13.256
NP_013795.1	Sbay_13.257
NP_013796.1	Sbay_13.258
NP_013797.1	Sbay_13.259
NP_013798.1	Sbay_13.260
NP_013800.1	Sbay_13.261
NP_013801.1	Sbay_13.262
NP_013803.1	Sbay_13.263
NP_013805.1	Sbay_13.264
NP_013806.1	Sbay_13.265
NP_013807.1	Sbay_13.266
NP_013808.1	Sbay_13.267
NP_013809.1	Sbay_13.268
NP_013810.1	Sbay_13.269
NP_013811.1	Sbay_13.270
NP_013812.1	Sbay_13.271
NP_013813.1	Sbay_13.272
NP_013814.1	Sbay_13.273
NP_013815.1	Sbay_13.274
NP_013816.1	Sbay_13.275
NP_013817.1	Sbay_13.277
NP_013818.1	Sbay_13.278
NP_013819.1	Sbay_13.279
NP_013820.1	Sbay_13.280
NP_013822.1	Sbay_13.281
NP_013823.1	Sbay_13.282
NP_013824.1	Sbay_13.283
NP_013825.1	Sbay_13.286
NP_013826.1	Sbay_13.287
NP_013827.1	Sbay_13.288
NP_013828.1	Sbay_13.289
NP_013829.1	Sbay_13.290
NP_013830.1	Sbay_13.291
NP_013831.1	Sbay_13.292
NP_013832.1	Sbay_13.293
NP_013833.1	Sbay_13.294
NP_013834.1	Sbay_13.295
NP_013835.1	Sbay_13.296
NP_013836.1	Sbay_13.297
NP_013837.1	Sbay_13.298
NP_013839.1	Sbay_13.299
NP_013840.1	Sbay_13.300
NP_013842.1	Sbay_13.302
NP_013843.1	Sbay_13.303
NP_013844.2	Sbay_13.304
NP_013845.1	Sbay_13.305
NP_013846.1	Sbay_13.306
NP_013847.1	Sbay_13.307
NP_013848.1	Sbay_13.308
NP_013849.1	Sbay_13.310
NP_013850.1	Sbay_13.311
NP_013851.1	Sbay_13.312
NP_013852.1	Sbay_13.313
NP_013853.1	Sbay_13.314
NP_013854.1	Sbay_13.315
NP_013856.1	Sbay_13.316
NP_013857.1	Sbay_13.317
NP_013858.1	Sbay_13.318
NP_013859.1	Sbay_13.319
NP_013860.1	Sbay_13.320
NP_013863.2	Sbay_4.164
NP_013864.1	Sbay_13.323
NP_013865.1	Sbay_13.324
NP_013866.1	Sbay_13.325
NP_013867.1	Sbay_13.326
NP_013868.1	Sbay_13.327
NP_013869.1	Sbay_13.328
NP_013870.1	Sbay_13.329
NP_013872.1	Sbay_13.330
NP_013873.1	Sbay_13.331
NP_013875.1	Sbay_13.332
NP_013876.1	Sbay_13.333
NP_013877.1	Sbay_13.334
NP_013878.1	Sbay_13.335
NP_013879.1	Sbay_13.336
NP_013882.1	Sbay_13.338
NP_013883.1	Sbay_13.339
NP_013884.1	Sbay_13.340
NP_013885.1	Sbay_13.341
NP_013886.1	Sbay_13.342
NP_013887.1	Sbay_13.344
NP_013888.1	Sbay_13.345
NP_013889.1	Sbay_13.346
NP_013890.1	Sbay_13.347
NP_013891.1	Sbay_13.348
NP_013892.1	Sbay_13.349
NP_013893.1	Sbay_13.350
NP_013894.1	Sbay_13.352
NP_013895.1	Sbay_13.353
NP_013897.1	Sbay_13.354
NP_013899.1	Sbay_13.355
NP_013900.1	Sbay_13.356
NP_013901.1	Sbay_13.357
NP_013902.1	Sbay_13.358
NP_013903.1	Sbay_13.359
NP_013904.1	Sbay_13.360
NP_013905.1	Sbay_13.361
NP_013906.1	Sbay_13.362
NP_013907.1	Sbay_13.363
NP_013908.1	Sbay_13.364
NP_013909.1	Sbay_13.365
NP_013910.1	Sbay_13.366
NP_013911.1	Sbay_13.367
NP_013912.1	Sbay_13.368
NP_013913.1	Sbay_13.369
NP_013914.1	Sbay_13.370
NP_013915.1	Sbay_13.371
NP_013916.2	Sbay_13.372
NP_013917.1	Sbay_13.373
NP_013918.1	Sbay_13.374
NP_013922.1	Sbay_13.377
NP_013923.1	Sbay_13.378
NP_013924.1	Sbay_13.379
NP_013925.1	Sbay_13.380
NP_013926.1	Sbay_13.381
NP_013927.1	Sbay_13.382
NP_013928.1	Sbay_13.383
NP_013929.1	Sbay_13.384
NP_013930.1	Sbay_13.385
NP_013931.1	Sbay_13.386
NP_013932.1	Sbay_13.387
NP_013933.1	Sbay_13.388
NP_013934.1	Sbay_13.389
NP_013935.1	Sbay_13.391
NP_013936.1	Sbay_13.392
NP_013937.1	Sbay_13.393
NP_013938.1	Sbay_13.394
NP_013939.1	Sbay_13.395
NP_013940.1	Sbay_13.396
NP_013941.2	Sbay_13.397
NP_013942.1	Sbay_13.398
NP_013943.1	Sbay_13.399
NP_013944.1	Sbay_13.400
NP_013945.1	Sbay_13.401
NP_013946.1	Sbay_13.402
NP_013947.1	Sbay_13.403
NP_013948.1	Sbay_13.404
NP_013949.1	Sbay_13.405
NP_013950.1	Sbay_13.407
NP_013951.1	Sbay_13.408
NP_013952.1	Sbay_13.409
NP_013953.1	Sbay_13.410
NP_013954.1	Sbay_13.411
NP_013955.1	Sbay_13.412
NP_013956.1	Sbay_13.413
NP_013957.1	Sbay_13.414
NP_013958.1	Sbay_13.415
NP_013959.1	Sbay_13.416
NP_013960.1	Sbay_13.417
NP_013961.1	Sbay_13.418
NP_013962.1	Sbay_13.419
NP_013963.1	Sbay_13.420
NP_013964.1	Sbay_13.421
NP_013965.1	Sbay_13.422
NP_013966.1	Sbay_13.424
NP_013967.1	Sbay_13.425
NP_013968.1	Sbay_13.426
NP_013970.1	Sbay_13.428
NP_013971.1	Sbay_13.429
NP_013972.1	Sbay_13.430
NP_013974.1	Sbay_13.431
NP_013975.1	Sbay_13.432
NP_013976.1	Sbay_13.434
NP_013977.1	Sbay_13.435
NP_013978.1	Sbay_13.436
NP_013979.1	Sbay_13.437
NP_013980.1	Sbay_13.438
NP_013982.1	Sbay_13.439
NP_013983.1	Sbay_13.440
NP_013984.1	Sbay_13.441
NP_013985.1	Sbay_13.442
NP_013986.1	Sbay_13.443
NP_013987.1	Sbay_13.444
NP_013988.1	Sbay_13.445
NP_013989.2	Sbay_13.446
NP_013990.1	Sbay_13.447
NP_013991.1	Sbay_13.448
NP_013992.1	Sbay_13.449
NP_013993.1	Sbay_13.450
NP_013994.1	Sbay_13.451
NP_013995.1	Sbay_13.452
NP_013996.2	Sbay_13.453
NP_013997.1	Sbay_13.454
NP_013998.1	Sbay_13.455
NP_013999.1	Sbay_13.460
NP_014000.1	Sbay_13.461
NP_014001.1	Sbay_13.462
NP_014002.1	Sbay_13.463
NP_014003.1	Sbay_13.464
NP_014004.1	Sbay_13.465
NP_014005.1	Sbay_13.466
NP_014006.1	Sbay_13.467
NP_014007.1	Sbay_13.468
NP_014008.1	Sbay_13.470
NP_014009.1	Sbay_13.471
NP_014010.1	Sbay_13.472
NP_014011.1	Sbay_13.474
NP_014012.1	Sbay_13.475
NP_014013.1	Sbay_13.476
NP_014014.1	Sbay_13.477
NP_014015.1	Sbay_13.478
NP_014016.1	Sbay_13.479
NP_014017.1	Sbay_13.480
NP_014019.1	Sbay_13.481
NP_014020.1	Sbay_13.482
NP_014021.1	Sbay_13.483
NP_014022.1	Sbay_13.484
NP_014024.1	Sbay_13.485
NP_014025.1	Sbay_13.486
NP_014026.1	Sbay_13.487
NP_014027.1	Sbay_13.488
NP_014028.2	Sbay_13.489
NP_014029.1	Sbay_13.490
NP_014030.1	Sbay_13.491
NP_014031.1	Sbay_13.492
NP_014032.1	Sbay_13.494
NP_014033.1	Sbay_13.495
NP_014035.1	Sbay_13.496
NP_014036.1	Sbay_13.498
NP_014038.1	Sbay_13.499
NP_014039.1	Sbay_13.500
NP_014040.1	Sbay_13.502
NP_014041.1	Sbay_13.503
NP_014042.1	Sbay_13.504
NP_014043.1	Sbay_13.505
NP_014044.1	Sbay_13.506
NP_014045.1	Sbay_13.507
NP_014046.1	Sbay_13.508
NP_014047.1	Sbay_13.509
NP_014050.2	Sbay_13.512
NP_014051.3	Sbay_13.513
NP_014052.1	Sbay_13.514
NP_014058.1	Sbay_5.106
NP_014068.1	Sbay_14.10
NP_014069.1	Sbay_14.11
NP_014070.1	Sbay_14.12
NP_014071.1	Sbay_14.13
NP_014072.2	Sbay_14.14
NP_014073.1	Sbay_14.15
NP_014074.1	Sbay_14.16
NP_014076.1	Sbay_14.17
NP_014077.1	Sbay_14.18
NP_014078.1	Sbay_14.19
NP_014079.1	Sbay_14.20
NP_014081.1	Sbay_14.21
NP_014082.1	Sbay_14.22
NP_014083.2	Sbay_14.23
NP_014084.1	Sbay_14.24
NP_014085.1	Sbay_14.25
NP_014086.1	Sbay_14.26
NP_014087.1	Sbay_14.27
NP_014088.1	Sbay_14.28
NP_014089.2	Sbay_14.29
NP_014090.2	Sbay_14.30
NP_014091.1	Sbay_14.31
NP_014092.1	Sbay_14.32
NP_014093.1	Sbay_14.33
NP_014094.1	Sbay_14.34
NP_014095.2	Sbay_14.35
NP_014097.1	Sbay_14.37
NP_014099.1	Sbay_14.40
NP_014100.2	Sbay_14.41
NP_014101.1	Sbay_14.42
NP_014102.1	Sbay_14.43
NP_014104.1	Sbay_14.44
NP_014105.1	Sbay_14.45
NP_014106.1	Sbay_14.46
NP_014107.1	Sbay_14.47
NP_014108.1	Sbay_14.48
NP_014109.1	Sbay_14.49
NP_014110.1	Sbay_14.50
NP_014111.1	Sbay_14.51
NP_014112.1	Sbay_14.52
NP_014113.1	Sbay_14.53
NP_014115.1	Sbay_14.57
NP_014116.1	Sbay_14.60
NP_014117.1	Sbay_14.61
NP_014118.1	Sbay_14.62
NP_014119.1	Sbay_14.63
NP_014120.1	Sbay_14.64
NP_014121.1	Sbay_14.65
NP_014122.1	Sbay_14.66
NP_014124.1	Sbay_14.67
NP_014125.1	Sbay_14.68
NP_014126.1	Sbay_14.69
NP_014127.1	Sbay_14.70
NP_014128.2	Sbay_14.71
NP_014129.1	Sbay_14.73
NP_014131.1	Sbay_14.75
NP_014132.1	Sbay_14.76
NP_014134.1	Sbay_14.77
NP_014135.1	Sbay_14.78
NP_014136.1	Sbay_14.79
NP_014137.1	Sbay_14.80
NP_014138.1	Sbay_14.81
NP_014139.1	Sbay_14.82
NP_014140.1	Sbay_14.83
NP_014141.1	Sbay_14.84
NP_014142.1	Sbay_14.85
NP_014143.2	Sbay_14.86
NP_014144.1	Sbay_14.87
NP_014145.1	Sbay_14.88
NP_014146.1	Sbay_14.89
NP_014147.1	Sbay_14.90
NP_014148.1	Sbay_14.91
NP_014149.1	Sbay_14.92
NP_014150.1	Sbay_14.93
NP_014151.1	Sbay_14.94
NP_014152.1	Sbay_14.95
NP_014153.1	Sbay_14.96
NP_014154.1	Sbay_14.97
NP_014155.1	Sbay_14.98
NP_014156.2	Sbay_14.99
NP_014157.1	Sbay_14.100
NP_014158.1	Sbay_14.101
NP_014159.1	Sbay_14.103
NP_014160.2	Sbay_14.105
NP_014161.1	Sbay_14.106
NP_014162.1	Sbay_14.107
NP_014163.1	Sbay_14.108
NP_014165.1	Sbay_14.109
NP_014166.1	Sbay_14.110
NP_014167.1	Sbay_14.111
NP_014168.1	Sbay_14.112
NP_014169.1	Sbay_14.114
NP_014170.1	Sbay_14.115
NP_014172.1	Sbay_14.116
NP_014174.1	Sbay_14.117
NP_014175.1	Sbay_14.118
NP_014176.2	Sbay_14.119
NP_014177.1	Sbay_14.120
NP_014178.1	Sbay_14.121
NP_014179.1	Sbay_14.122
NP_014180.1	Sbay_14.123
NP_014181.1	Sbay_14.124
NP_014182.1	Sbay_14.125
NP_014183.1	Sbay_14.126
NP_014184.1	Sbay_14.127
NP_014185.1	Sbay_14.128
NP_014186.1	Sbay_14.130
NP_014187.1	Sbay_14.131
NP_014188.1	Sbay_14.132
NP_014189.1	Sbay_14.133
NP_014191.2	Sbay_14.135
NP_014192.1	Sbay_14.136
NP_014193.1	Sbay_14.137
NP_014195.1	Sbay_14.138
NP_014197.2	Sbay_14.139
NP_014198.1	Sbay_14.140
NP_014199.1	Sbay_14.141
NP_014200.1	Sbay_14.142
NP_014202.1	Sbay_14.144
NP_014203.1	Sbay_14.145
NP_014204.2	Sbay_14.146
NP_014205.1	Sbay_14.147
NP_014206.2	Sbay_14.148
NP_014207.2	Sbay_14.149
NP_014208.1	Sbay_14.150
NP_014209.1	Sbay_14.151
NP_014210.1	Sbay_14.152
NP_014211.1	Sbay_14.154
NP_014212.1	Sbay_14.155
NP_014213.2	Sbay_14.156
NP_014214.1	Sbay_14.157
NP_014216.1	Sbay_14.158
NP_014217.1	Sbay_14.159
NP_014218.2	Sbay_14.160
NP_014219.1	Sbay_14.161
NP_014221.3	Sbay_14.163
NP_014222.2	Sbay_14.164
NP_014223.2	Sbay_14.165
NP_014224.2	Sbay_14.166
NP_014226.1	Sbay_14.167
NP_014227.4	Sbay_14.168
NP_014230.1	Sbay_14.169
NP_014231.1	Sbay_14.170
NP_014232.1	Sbay_14.171
NP_014233.1	Sbay_14.172
NP_014234.3	Sbay_14.173
NP_014235.1	Sbay_14.174
NP_014236.1	Sbay_14.175
NP_014237.2	Sbay_15.338
NP_014238.3	Sbay_14.178
NP_014239.1	Sbay_14.179
NP_014240.1	Sbay_14.180
NP_014241.1	Sbay_14.181
NP_014242.1	Sbay_14.182
NP_014243.3	Sbay_14.183
NP_014244.1	Sbay_14.184
NP_014245.1	Sbay_14.185
NP_014246.1	Sbay_14.186
NP_014247.1	Sbay_14.187
NP_014248.3	Sbay_14.188
NP_014250.1	Sbay_14.189
NP_014251.1	Sbay_14.191
NP_014252.2	Sbay_14.192
NP_014253.3	Sbay_14.193
NP_014254.1	Sbay_14.194
NP_014255.1	Sbay_14.195
NP_014257.1	Sbay_14.196
NP_014258.1	Sbay_14.197
NP_014260.3	Sbay_14.198
NP_014261.1	Sbay_14.200
NP_014262.3	Sbay_14.201
NP_014263.1	Sbay_14.202
NP_014264.1	Sbay_14.203
NP_014265.3	Sbay_14.204
NP_014266.3	Sbay_14.205
NP_014267.1	Sbay_14.207
NP_014268.1	Sbay_14.208
NP_014269.4	Sbay_14.209
NP_014270.1	Sbay_14.210
NP_014271.3	Sbay_14.211
NP_014272.3	Sbay_14.212
NP_014273.1	Sbay_14.213
NP_014274.1	Sbay_14.215
NP_014275.3	Sbay_14.216
NP_014276.1	Sbay_14.217
NP_014277.1	Sbay_14.218
NP_014278.3	Sbay_14.219
NP_014280.3	Sbay_14.220
NP_014281.1	Sbay_14.221
NP_014282.1	Sbay_14.222
NP_014283.3	Sbay_14.223
NP_014284.1	Sbay_14.224
NP_014286.1	Sbay_14.225
NP_014287.3	Sbay_14.226
NP_014288.3	Sbay_14.228
NP_014289.1	Sbay_14.229
NP_014291.1	Sbay_14.230
NP_014292.3	Sbay_14.231
NP_014293.1	Sbay_14.232
NP_014296.4	Sbay_14.236
NP_014297.3	Sbay_14.237
NP_014298.1	Sbay_14.238
NP_014299.1	Sbay_14.239
NP_014300.3	Sbay_14.240
NP_014301.1	Sbay_14.241
NP_014302.3	Sbay_14.242
